dates,names,monthly_listeners,popularity,followers,genres,first_release_year,last_release_year,playlists_found
2024-05-08,usher,39175298.0,78,11323542,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",1994,2024,Cardio
2024-05-08,minna seo,3316.0,12,443,,2024,2024,Indie Korea (인디 코리아)
2024-05-08,billkin,1220020.0,56,791086,t-pop,2021,2024,K-Pop X-Overs
2024-05-08,chase & status,6458288.0,67,897887,"dancefloor dnb, drum and bass, uk dance",2008,2023,Power Hour
2024-05-08,madelene olsson,171542.0,33,154,,2022,2024,Instrumental Study
2024-05-08,tyla,33240636.0,76,1093060,,2019,2024,Cardio
2024-05-08,black sherif,1844112.0,59,1085406,"afrobeats, ghanaian pop, nigerian pop",2021,2024,Afro Bars 
2024-05-08,the rolling stones,28874423.0,76,13869516,"album rock, british invasion, classic rock, rock",2016,2023,Pure Rock & Roll
2024-05-08,ne:on,4789.0,12,325,,2022,2024,KrOWN
2024-05-08,remy rêve,127537.0,31,10,,2024,2024,Perfect Concentration
2024-05-08,ólafur arnalds,3201169.0,60,796259,"compositional ambient, icelandic classical, neoclassical darkwave",2007,2022,Classical Sleep
2024-05-08,majestic,7801168.0,60,69508,uk dance,2022,2024,Power Hour
2024-05-08,billy gillies,2739705.0,56,49724,tech trance,2020,2024,Cardio
2024-05-08,aka,533546.0,47,747978,"kasi rap, south african hip hop, south african pop",2010,2023,Afro Bars 
2024-05-08,sevdaliza,8163732.0,66,455818,"alternative r&b, art pop, escape room, persian electronic",2017,2024,Ethereal
2024-05-08,alex aris,751195.0,46,3780,,2018,2023,Power Hour
2024-05-08,kim minseok,148921.0,37,28732,"k-pop ballad, korean pop",2018,2024,K-Pop X-Overs
2024-05-08,champuru makhenzo,18583.0,21,433,,2020,2023,Afro Bars 
2024-05-08,maxime verdoni,90625.0,37,1054,,2021,2024,Piano in the Background
2024-05-08,e sens,39078.0,32,35255,k-rap,2014,2023,KrOWN
2024-05-08,mason,6307927.0,61,28312,,2011,2024,Cardio
2024-05-08,bewhy,465782.0,45,320215,k-rap,2015,2023,KrOWN
2024-05-08,mau p,5223798.0,60,95532,tech house,2022,2024,Power Hour
2024-05-08,mahmoud el esseily,866674.0,49,1476236,"arab pop, egyptian pop",2006,2024,Yalla 
2024-05-08,ron lopata,290451.0,39,276,,2023,2024,Intense Studying
2024-05-08,rhian cadogan,172609.0,38,4,,2024,2024,calm vibes
2024-05-08,sophia,32577.0,22,6728,,2022,2024,Fresh Finds Rock 
2024-05-08,taeyeon,3919571.0,64,2847227,k-pop,2016,2024,WOR K  OUT
2024-05-08,lisa,7742253.0,67,7127620,k-pop,2021,2021,KrOWN
2024-05-08,deep purple,6658320.0,62,5425705,"album rock, classic rock, hard rock, metal, rock",2011,2024,Pure Rock & Roll
2024-05-08,jean-marie bussiere,89175.0,29,118,,2020,2024,Intense Studying
2024-05-08,nightcrawlers,7250572.0,60,56046,"disco house, hip house, vocal house",1990,2021,Cardio
2024-05-08,j hus,4649081.0,63,1246820,"afroswing, grime, uk hip hop",2017,2023,Afro Bars 
2024-05-08,natalie hayes,21215.0,17,3,,2024,2024,Focus Piano
2024-05-08,matt van stern,97652.0,28,1159,,2018,2024,Focus Piano
2024-05-08,x ambassadors,13720561.0,68,2984030,"modern alternative rock, modern rock, stomp pop",2013,2024,Cardio
2024-05-08,tri.be,794299.0,49,413991,k-pop girl group,2021,2024,K-Pop X-Overs
2024-05-08,yanghongwon,155238.0,43,86798,"k-rap, korean underground rap",2017,2024,KrOWN
2024-05-08,leddei,81821.0,30,160,background piano,2021,2024,Focus Piano
2024-05-08,casey shirin,8463.0,15,1831,,2020,2024,Fresh Finds Pop
2024-05-08,nerina fiore,0.0,0,0,,2024,2024,Intense Studying
2024-05-08,babymonster,10069481.0,72,1249426,5th gen k-pop,2023,2024,WOR K  OUT
2024-05-08,foo fighters,23062809.0,75,11637692,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",1995,2023,Pure Rock & Roll
2024-05-08,melts,11323.0,18,3347,"dublin indie, irish post-punk",2021,2024,Fresh Finds Rock 
2024-05-08,fisher,15474375.0,72,925049,"australian house, house",2017,2024,Power Hour
2024-05-08,matt champion,1494098.0,54,161046,bedroom pop,2014,2024,K-Pop X-Overs
2024-05-08,jonam breuer,26678.0,19,0,,2023,2024,Instrumental Study
2024-05-08,"mandy, indiana",59894.0,28,17663,"british experimental, crank wave",2020,2024,Fresh Finds Experimental
2024-05-08,niamh shona,206114.0,40,1,,2024,2024,calm vibes
2024-05-08,bizarrap,40264831.0,82,15098475,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino",2022,2024,Cardio
2024-05-08,queen,51790841.0,81,49595053,"classic rock, glam rock, rock",1986,2022,Pure Rock & Roll
2024-05-08,kambo,13007.0,17,962,,2022,2024,KrOWN
2024-05-08,queens of the stone age,6978169.0,67,3480132,"alternative metal, alternative rock, grunge, modern rock, palm desert scene, rock, stoner metal, stoner rock",1998,2023,Pure Rock & Roll
2024-05-08,the kid laroi,27404118.0,75,5258052,australian hip hop,2021,2024,WOR K  OUT
2024-05-08,felix tanguy,392619.0,42,709,,2022,2022,Peaceful Piano
2024-05-08,roger swift,291539.0,37,130,,2023,2024,Perfect Concentration
2024-05-08,boj,942848.0,49,148577,"afrobeats, alte, nigerian pop",2016,2024,Afro Bars 
2024-05-08,aiman qusailah,96008.0,29,4528,,2020,2024,Yalla 
2024-05-08,hardwell,6607643.0,64,3609272,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",2012,2024,Power Hour
2024-05-08,ohdamryul,21817.0,24,2728,k-rap,2018,2024,KrOWN
2024-05-08,carmelito,316600.0,38,299,background piano,2007,2024,Perfect Concentration
2024-05-08,constance lucas,205158.0,35,381,,2022,2024,Intense Studying
2024-05-08,overmono,3125449.0,57,134751,future garage,2019,2024,Power Hour
2024-05-08,grazia,3238.0,7,295,,2024,2024,Fresh Finds Rock 
2024-05-08,blacknut,69093.0,32,28304,"k-rap, korean underground rap",2014,2016,KrOWN
2024-05-08,jacques ferrandi,50090.0,23,256,,2020,2023,Intense Studying
2024-05-08,talker,10174.0,13,2530,,2021,2024,Fresh Finds Rock 
2024-05-08,jvke,21499977.0,73,4286393,"modern indie pop, pov: indie, singer-songwriter pop",2022,2024,Cardio
2024-05-08,eugène arnaud,179062.0,39,172,,2021,2021,Classical Sleep
2024-05-08,dogmanjones,2273.0,5,235,,2019,2024,Fresh Finds Rock 
2024-05-08,natti natasha,15342495.0,70,9905257,"latin pop, rap latina, reggaeton, urbano latino",2012,2024,Cardio
2024-05-08,lara di umbra,160285.0,36,638,background piano,2020,2024,Focus Piano
2024-05-08,sean oban,96912.0,29,522,background piano,2020,2023,Intense Studying
2024-05-08,bosudongcooler,18791.0,24,13831,k-indie,2018,2024,Indie Korea (인디 코리아)
2024-05-08,bassjackers,3188435.0,57,733828,"dutch house, edm, electro house, pop dance, progressive electro house",2019,2024,Power Hour
2024-05-08,wael kfoury,587188.0,49,1603382,"arab pop, belly dance, lebanese pop",1994,2023,Yalla 
2024-05-08,simeon walker,197557.0,40,4177,neo-classical,2017,2024,Classical Sleep
2024-05-08,monir bresegeut,176658.0,37,101,,2019,2023,Classical Sleep
2024-05-08,jet,5906361.0,59,580620,"garage rock, modern rock, pop rock",2003,2020,Pure Rock & Roll
2024-05-08,third party,1294250.0,50,134580,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",2017,2024,Cardio
2024-05-08,henriette fleich,844913.0,49,560,,2023,2024,Perfect Concentration
2024-05-08,kim dan,3931.0,8,114,,2022,2024,KrOWN
2024-05-08,ann hildering,249268.0,39,204,,2021,2024,Perfect Concentration
2024-05-08,bodi lukasz,423953.0,42,474,,2021,2024,Piano in the Background
2024-05-08,vincent fanguro,650101.0,45,765,,2019,2024,Perfect Concentration
2024-05-08,valérie valérie,744841.0,45,49,,2024,2024,Peaceful Piano
2024-05-08,ghvstclub,7142.0,21,1271,,2022,2024,KrOWN
2024-05-08,mew suppasit,59012.0,31,137529,thai ost,2020,2024,K-Pop X-Overs
2024-05-08,leon fisher,69285.0,26,110,,2022,2024,Intense Studying
2024-05-08,thomas perceval,218345.0,35,291,,2021,2024,Focus Piano
2024-05-08,jack harlow,40629750.0,78,3752766,"deep underground hip hop, kentucky hip hop, pop rap, rap",2016,2023,WOR K  OUT
2024-05-08,chanhyun,18006.0,19,4887,,2021,2024,KrOWN
2024-05-08,sofi tukker,6665242.0,63,770978,edm,2018,2024,Singled Out
2024-05-08,philip glass,1763075.0,57,626151,"american contemporary classical, classical, compositional ambient, contemporary classical, minimalism",2021,2024,Genre Glitch
2024-05-08,southstar,5155942.0,61,125850,"hypertechno, pop dance",2021,2024,Power Hour
2024-05-08,oxynova,9790.0,27,2938,korean drill,2021,2024,KrOWN
2024-05-08,imase,4604871.0,61,642956,japanese teen pop,2022,2024,K-Pop X-Overs
2024-05-08,honey dijon,307325.0,50,117326,garage house,2013,2023,Power Hour
2024-05-08,nike polo,1528.0,3,95,,2024,2024,Fresh Finds Experimental
2024-05-08,pontus de bjorn,141422.0,33,527,background piano,2020,2024,Intense Studying
2024-05-08,mírabilis,317687.0,43,108,,2023,2024,Perfect Concentration
2024-05-08,joob a,18885.0,24,6552,,2020,2024,Indie Korea (인디 코리아)
2024-05-08,grand mint band,2022.0,4,284,korean superband,2011,2023,Indie Korea (인디 코리아)
2024-05-08,suzie true,6920.0,13,3043,,2018,2024,Fresh Finds Rock 
2024-05-08,anne vallayer,71880.0,30,289,background piano,2021,2023,calm vibes
2024-05-08,gorgon city,4032442.0,59,465924,"future garage, house, pop dance, uk dance",2014,2024,Power Hour
2024-05-08,sara hoffman,320215.0,39,322,background piano,2021,2024,Instrumental Study
2024-05-08,giles garnier,94532.0,29,86,,2022,2023,Intense Studying
2024-05-08,chelsea king,10732.0,18,1926,,2020,2024,Fresh Finds Rock 
2024-05-08,feid,44321887.0,88,11022070,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",2015,2024,Cardio
2024-05-08,shaun,2575129.0,55,397330,k-pop,2018,2024,K-Pop X-Overs
2024-05-08,darkoo,2500477.0,53,86928,"afrobeats, afroswing, london rap, nigerian pop, uk hip hop",2019,2024,Afro Bars 
2024-05-08,jaime jacobs,169312.0,38,235,,2020,2023,Classical Sleep
2024-05-08,jacob david,605847.0,52,9347,neo-classical,2015,2024,Perfect Concentration
2024-05-08,yang kyle,8350.0,14,204,,2020,2024,KrOWN
2024-05-08,nelly furtado,25520058.0,73,3815292,"canadian latin, canadian pop, dance pop, pop",2000,2024,Power Hour
2024-05-08,soulja boy,11531664.0,65,2024995,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap",2016,2024,K-Pop X-Overs
2024-05-08,boi b,91890.0,30,9306,k-rap,2011,2024,KrOWN
2024-05-08,mima renard,980896.0,48,260,background piano,2022,2024,Perfect Concentration
2024-05-08,toigo,140448.0,33,4419,,2019,2023,KrOWN
2024-05-08,robert gafforelli,482038.0,42,1489,,2018,2024,Perfect Concentration
2024-05-08,jazzy,5003989.0,61,62072,"pop dance, uk dance",2023,2024,Cardio
2024-05-08,supermode,7226413.0,61,30668,hypertechno,2006,2024,Power Hour
2024-05-08,geir gudmundson,203644.0,36,1007,background piano,2019,2024,Piano in the Background
2024-05-08,ava max,37148664.0,77,6754676,pop,2020,2024,Cardio
2024-05-08,fishingirls,3441.0,9,2170,,2016,2024,Indie Korea (인디 코리아)
2024-05-08,rag'n'bone man,15502444.0,67,1812398,neo soul,2012,2024,Cardio
2024-05-08,lotus laverne,136505.0,36,122,background piano,2021,2024,Classical Sleep
2024-05-08,maxim pellas,52277.0,24,67,,2021,2023,Intense Studying
2024-05-08,alix claude,168179.0,32,39,,2022,2024,Perfect Concentration
2024-05-08,smugglers,266255.0,34,950,,2019,2023,KrOWN
2024-05-08,julius nilsson,216265.0,41,65,,2022,2024,Perfect Concentration
2024-05-08,luis berra,581176.0,47,2619,neo-classical,2017,2024,Perfect Concentration
2024-05-08,gabry ponte,17454528.0,70,505154,"eurodance, italo dance, slap house",2009,2024,Power Hour
2024-05-08,zerobaseone,1430367.0,60,576010,5th gen k-pop,2023,2024,WOR K  OUT
2024-05-08,aria wood,3493.0,7,1331,,2019,2023,Fresh Finds Pop
2024-05-08,andrea monet,161999.0,38,560,,2020,2022,Classical Sleep
2024-05-08,grace power,35046.0,25,17654,,2022,2024,Fresh Finds Pop
2024-05-08,carlo boscoli,73086.0,29,162,background piano,2021,2023,Focus Piano
2024-05-08,reignwolf,662522.0,48,191235,"modern alternative rock, modern blues rock, modern hard rock, saskatchewan indie",2013,2022,Pure Rock & Roll
2024-05-08,young k,245994.0,44,163852,,2020,2023,Indie Korea (인디 코리아)
2024-05-08,leven kali,1882388.0,55,197045,alternative r&b,2016,2024,Cardio
2024-05-08,maddix,5602580.0,64,146833,big room,2021,2024,Power Hour
2024-05-08,youha,174420.0,38,90173,k-indie,2020,2023,KrOWN
2024-05-08,손예지,3428.0,8,341,,2020,2024,Indie Korea (인디 코리아)
2024-05-08,lloyiso,985871.0,51,699846,"afro soul, south african pop",2018,2023,Power Hour
2024-05-08,cardi b,31582511.0,77,23685789,"pop, rap",2016,2024,RapCaviar
2024-05-08,we hate you please die,25044.0,21,5252,french garage rock,2018,2024,Fresh Finds Rock 
2024-05-08,tom odell,29276443.0,73,3796359,chill pop,2013,2024,Cardio
2024-05-08,heyden,44684.0,27,4577,,2021,2024,Indie Korea (인디 코리아)
2024-05-08,yammo,10631.0,14,1083,,2017,2024,KrOWN
2024-05-08,margo raats,20534.0,18,595,,2024,2024,Fresh Finds Pop
2024-05-08,maximilian power,20895.0,24,276,,2021,2024,Focus Piano
2024-05-08,mk,9106968.0,65,294822,"house, pop dance",2016,2024,Power Hour
2024-05-08,michael logozar,324579.0,45,7287,,2008,2024,Classical Sleep
2024-05-08,sick love,25233.0,19,2128,,2018,2024,Fresh Finds Rock 
2024-05-08,cai harrington,138843.0,34,94,background piano,2023,2024,Perfect Concentration
2024-05-08,masiwei,181622.0,44,89700,"chinese hip hop, sichuanese hip hop",2017,2024,K-Pop X-Overs
2024-05-08,belle margaux,120693.0,34,311,background music,2018,2021,Classical Sleep
2024-05-08,jean devoite,116222.0,36,355,background piano,2020,2020,Classical Sleep
2024-05-08,ceitidh mac,916.0,4,1057,,2020,2024,Fresh Finds Experimental
2024-05-08,girl and girl,56655.0,28,6794,,2019,2024,Fresh Finds Rock 
2024-05-08,ecko miles,158190.0,37,412,,2022,2023,Afro Bars 
2024-05-08,purple disco machine,13061291.0,70,671575,"deep house, house",2017,2024,Singled Out
2024-05-08,esaad younis,168299.0,32,1176,,1981,2023,Yalla 
2024-05-08,dove,60992.0,26,1146,,2021,2024,Genre Glitch
2024-05-08,aquinas,8918.0,13,6856,,2021,2024,Indie Korea (인디 코리아)
2024-05-08,wyte,27289.0,20,547,,2023,2024,Indie Korea (인디 코리아)
2024-05-08,jonah kagen,1779936.0,52,133316,singer-songwriter pop,2021,2024,Singled Out
2024-05-08,bluelk,1140.0,3,332,,2019,2023,Indie Korea (인디 코리아)
2024-05-08,frederiq,305004.0,40,619,instrumental lullaby,2020,2024,Classical Sleep
2024-05-08,luli lee,25963.0,24,28162,"k-indie, korean city pop",2018,2024,Indie Korea (인디 코리아)
2024-05-08,ivan vladusic,474917.0,42,1014,background piano,2019,2023,Peaceful Piano
2024-05-08,the weeknd,110986579.0,91,82948632,"canadian contemporary r&b, canadian pop, pop",2011,2024,RapCaviar
2024-05-08,james an,5241.0,8,368,,2020,2024,Indie Korea (인디 코리아)
2024-05-08,max walltine,149416.0,36,63,,2021,2023,Classical Sleep
2024-05-08,jonas brothers,19665916.0,72,7526662,"boy band, pop",2006,2023,WOR K  OUT
2024-05-08,minnie aoyama,197371.0,38,348,,2020,2024,Classical Sleep
2024-05-08,jason lee,26026.0,25,2533,,2010,2024,KrOWN
2024-05-08,p. cassady,2350.0,12,2219,k-rap,2017,2024,KrOWN
2024-05-08,benjamin ingrosso,3959957.0,62,210797,swedish pop,2018,2024,Singled Out
2024-05-08,mufasa & hypeman,6438225.0,59,15644,pop dance,2021,2024,Cardio
2024-05-08,hannah laing,4048235.0,59,69877,charva,2015,2024,Cardio
2024-05-08,lunar lull,94921.0,31,41,,2023,2024,Focus Piano
2024-05-08,flavio apicella,150705.0,32,534,background piano,2020,2023,Perfect Concentration
2024-05-08,topic,14630113.0,69,244650,"german dance, pop dance, pop edm, uk dance",2015,2024,Cardio
2024-05-08,eevah,8048.0,17,3199,,2018,2024,Fresh Finds Rock 
2024-05-08,arvid holst,189061.0,39,222,,2021,2024,Piano in the Background
2024-05-08,bnxn,4657964.0,67,1498568,"afrobeats, nigerian pop",2020,2024,Afro Bars 
2024-05-08,macan moreira,505104.0,43,252,,2022,2024,Perfect Concentration
2024-05-08,linior,324351.0,42,86,,2023,2024,Piano in the Background
2024-05-08,shin yujin,803.0,2,136,,2023,2023,Indie Korea (인디 코리아)
2024-05-08,central cee,24302426.0,76,5241163,"melodic drill, r&drill",2021,2024,RapCaviar
2024-05-08,(g)i-dle,11794528.0,73,8992449,k-pop girl group,2020,2024,Cardio
2024-05-08,arvid purna,58566.0,27,240,,2020,2023,Focus Piano
2024-05-08,sanna aalto,591075.0,45,560,,2021,2023,calm vibes
2024-05-08,nas,9928365.0,69,3699275,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",2002,2023,Afro Bars 
2024-05-08,boney m.,16015917.0,67,1964940,europop,1976,2023,Power Hour
2024-05-08,cherry boy 17,26177.0,25,3993,,2020,2024,KrOWN
2024-05-08,down to the wire,11274.0,12,218,,2024,2024,Fresh Finds Rock 
2024-05-08,woshi,6446.0,15,1015,,2020,2023,Indie Korea (인디 코리아)
2024-05-08,bossman dlow,4142344.0,67,147565,,2021,2024,RapCaviar
2024-05-08,oseikrom sikanii,81021.0,33,27594,asakaa,2021,2024,Afro Bars 
2024-05-08,rya maxwell,296.0,32,65,,2023,2024,RapCaviar
2024-05-08,calan mcintyre,133876.0,35,724,,2020,2022,Classical Sleep
2024-05-08,the chainsmokers,47875212.0,78,20052756,pop,2017,2024,Cardio
2024-05-08,a whisper,120065.0,34,85,,2022,2024,Classical Sleep
2024-05-08,nora gray,436925.0,42,261,,2022,2023,Perfect Concentration
2024-05-08,katy perry,55775153.0,81,32873301,pop,2008,2023,Cardio
2024-05-08,ren lockhart,1140605.0,53,566,,2023,2024,Focus Piano
2024-05-08,coldplay,72473767.0,84,50263438,"permanent wave, pop",2000,2022,WOR K  OUT
2024-05-08,duunes,49164.0,27,1725,,2023,2024,Fresh Finds Rock 
2024-05-08,tiwa savage,2826702.0,58,1802494,"afrobeats, afropop, azonto, azontobeats, nigerian pop",2013,2024,Afro Bars 
2024-05-08,다니엘 지칼,51985.0,30,8967,,2021,2024,KrOWN
2024-05-08,tejong,6924.0,17,556,,2021,2024,Indie Korea (인디 코리아)
2024-05-08,francine diaz,115552.0,30,12131,,2024,2024,K-Pop X-Overs
2024-05-08,cyril,17603759.0,74,165195,,2021,2024,Cardio
2024-05-08,remi sinclair,342998.0,41,335,,2020,2024,calm vibes
2024-05-08,anders linros,307056.0,38,1415,,2021,2023,Perfect Concentration
2024-05-08,lorcan ó faoláin,0.0,0,0,,2024,2024,Intense Studying
2024-05-08,empire of the sun,23044787.0,73,1473153,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop",2008,2024,Power Hour
2024-05-08,ahreum,2370.0,6,60,,2022,2024,Indie Korea (인디 코리아)
2024-05-08,amine ayad,109836.0,33,482,,2022,2024,Intense Studying
2024-05-08,naomi coleman,92987.0,32,48,,2021,2023,Classical Sleep
2024-05-08,kitsyojii,4063.0,19,3023,"k-rap, korean underground rap",2020,2024,KrOWN
2024-05-08,mooney,73207.0,29,4294,,2023,2024,Fresh Finds Rock 
2024-05-08,nawal,501486.0,40,309287,egyptian pop,2019,2024,Yalla 
2024-05-08,darmon,59498.0,47,851,,2010,2023,Power Hour
2024-05-08,elijah reeves,468784.0,42,356,,2023,2023,Perfect Concentration
2024-05-08,ruger,4046289.0,65,2425541,"afrobeats, nigerian pop",2021,2024,Afro Bars 
2024-05-08,hrvy,0.0,54,1684204,pop,2020,2024,Power Hour
2024-05-08,wesley joseph,853869.0,47,73736,uk alternative hip hop,2020,2023,K-Pop X-Overs
2024-05-08,zuzana kudová,81777.0,29,592,background piano,2019,2023,Focus Piano
2024-05-08,brother bird,23014.0,22,5204,,2019,2024,Fresh Finds Rock 
2024-05-08,3racha of stray kids,82682.0,30,210679,,2022,2022,K-Pop X-Overs
2024-05-08,pimrypie,26476.0,18,10066,thai viral pop,2020,2023,K-Pop X-Overs
2024-05-08,auguste blanc,88010.0,28,99,,2022,2024,Intense Studying
2024-05-08,raffaello sorrento,0.0,0,0,,2024,2024,Instrumental Study
2024-05-08,dynamicduo,1572407.0,52,214064,"k-rap, korean r&b",2004,2024,KrOWN
2024-05-08,melkbelly,6273.0,12,7281,"chicago indie, indie punk",2014,2024,Fresh Finds Rock 
2024-05-08,jax jones,14719504.0,70,1167010,"dance pop, edm, house, pop dance, uk dance, uk pop",2019,2024,Cardio
2024-05-08,slow joy,220850.0,37,51957,,2020,2024,Fresh Finds Rock 
2024-05-08,idiotape,7188.0,14,9544,"k-indie, korean electronic, korean electropop",2010,2023,Indie Korea (인디 코리아)
2024-05-08,moskva surfing club,1555.0,6,1394,"k-indie, korean indie rock, korean shoegaze",2021,2024,Indie Korea (인디 코리아)
